Date,Hours,PC
26-06-2015,09 - 10,9160
26-06-2015,10 - 11,9121
26-06-2015,11 - 12,9080
26-06-2015,12 - 13,9009
26-06-2015,13 - 14,8835
26-06-2015,14 - 15,8733
26-06-2015,15 - 16,8738
26-06-2015,16 - 17,8735
26-06-2015,17 - 18,8621
26-06-2015,18 - 19,8565
26-06-2015,19 - 20,8482
26-06-2015,20 - 21,8289
26-06-2015,21 - 22,8230
26-06-2015,22 - 23,8171
26-06-2015,23 - 00,7825
27-06-2015,00 - 01,7514
27-06-2015,01 - 02,7277
27-06-2015,02 - 03,7061
27-06-2015,03 - 04,7015
27-06-2015,04 - 05,7053
27-06-2015,05 - 06,7304
27-06-2015,06 - 07,7512
27-06-2015,07 - 08,7756
27-06-2015,08 - 09,7978
27-06-2015,09 - 10,8155
27-06-2015,10 - 11,8223
27-06-2015,11 - 12,8175
27-06-2015,12 - 13,8133
27-06-2015,13 - 14,8034
27-06-2015,14 - 15,7994
27-06-2015,15 - 16,8076
27-06-2015,16 - 17,8162
27-06-2015,17 - 18,8167
27-06-2015,18 - 19,8192
27-06-2015,19 - 20,8109
27-06-2015,20 - 21,7867
27-06-2015,21 - 22,7836
27-06-2015,22 - 23,7892
27-06-2015,23 - 00,7590
28-06-2015,00 - 01,7215
28-06-2015,01 - 02,6903
28-06-2015,02 - 03,6762
28-06-2015,03 - 04,6634
28-06-2015,04 - 05,6664
28-06-2015,05 - 06,6829
28-06-2015,06 - 07,6944
28-06-2015,07 - 08,7173
28-06-2015,08 - 09,7382
28-06-2015,09 - 10,7590
28-06-2015,10 - 11,7787
28-06-2015,11 - 12,7853
28-06-2015,12 - 13,7824
28-06-2015,13 - 14,7788
28-06-2015,14 - 15,7794
28-06-2015,15 - 16,7769
28-06-2015,16 - 17,7824
28-06-2015,17 - 18,7757
28-06-2015,18 - 19,7820
28-06-2015,19 - 20,7861
28-06-2015,20 - 21,7813
28-06-2015,21 - 22,7992
28-06-2015,22 - 23,7982
28-06-2015,23 - 00,7589
29-06-2015,00 - 01,7304
29-06-2015,01 - 02,7053
29-06-2015,02 - 03,6877
29-06-2015,03 - 04,6838
29-06-2015,04 - 05,7092
29-06-2015,05 - 06,7849
29-06-2015,06 - 07,8373
29-06-2015,07 - 08,8741
29-06-2015,08 - 09,8823
29-06-2015,09 - 10,8892
29-06-2015,10 - 11,8966
29-06-2015,11 - 12,8951
29-06-2015,12 - 13,8881
29-06-2015,13 - 14,8829
29-06-2015,14 - 15,8825
29-06-2015,15 - 16,8735
29-06-2015,16 - 17,8677
29-06-2015,17 - 18,8493
29-06-2015,18 - 19,8501
29-06-2015,19 - 20,8531
29-06-2015,20 - 21,8243
29-06-2015,21 - 22,8288
29-06-2015,22 - 23,8216
29-06-2015,23 - 00,7878
30-06-2015,00 - 01,7561
30-06-2015,01 - 02,7320
30-06-2015,02 - 03,7189
30-06-2015,03 - 04,7047
30-06-2015,04 - 05,7162
30-06-2015,05 - 06,7873
30-06-2015,06 - 07,8442
30-06-2015,07 - 08,8684
30-06-2015,08 - 09,8768
30-06-2015,09 - 10,8855
30-06-2015,10 - 11,8905
30-06-2015,11 - 12,8993
30-06-2015,12 - 13,8936
30-06-2015,13 - 14,8899
30-06-2015,14 - 15,8820
30-06-2015,15 - 16,8710
30-06-2015,16 - 17,8724
30-06-2015,17 - 18,8689
30-06-2015,18 - 19,8752
30-06-2015,19 - 20,8727
30-06-2015,20 - 21,8404
30-06-2015,21 - 22,8363
30-06-2015,22 - 23,8231
30-06-2015,23 - 00,7835
01-07-2015,00 - 01,7498
01-07-2015,01 - 02,7247
01-07-2015,02 - 03,7051
01-07-2015,03 - 04,6909
01-07-2015,04 - 05,7036
01-07-2015,05 - 06,7721
01-07-2015,06 - 07,8277
01-07-2015,07 - 08,8571
01-07-2015,08 - 09,8678
01-07-2015,09 - 10,8701
01-07-2015,10 - 11,8697
01-07-2015,11 - 12,8700
01-07-2015,12 - 13,8700
01-07-2015,13 - 14,8765
01-07-2015,14 - 15,8720
01-07-2015,15 - 16,8639
01-07-2015,16 - 17,8577
01-07-2015,17 - 18,8505
01-07-2015,18 - 19,8498
01-07-2015,19 - 20,8521
01-07-2015,20 - 21,8229
01-07-2015,21 - 22,8156
01-07-2015,22 - 23,8007
01-07-2015,23 - 00,7700
02-07-2015,00 - 01,7407
02-07-2015,01 - 02,7156
02-07-2015,02 - 03,6979
02-07-2015,03 - 04,6945
02-07-2015,04 - 05,7124
02-07-2015,05 - 06,7783
02-07-2015,06 - 07,8232
02-07-2015,07 - 08,8463
02-07-2015,08 - 09,8675
02-07-2015,09 - 10,8766
02-07-2015,10 - 11,8787
02-07-2015,11 - 12,8898
02-07-2015,12 - 13,8814
02-07-2015,13 - 14,8766
02-07-2015,14 - 15,8732
02-07-2015,15 - 16,8550
02-07-2015,16 - 17,8539
02-07-2015,17 - 18,8474
02-07-2015,18 - 19,8541
02-07-2015,19 - 20,8553
02-07-2015,20 - 21,8343
02-07-2015,21 - 22,8356
02-07-2015,22 - 23,8272
02-07-2015,23 - 00,7912
03-07-2015,00 - 01,7509
03-07-2015,01 - 02,7275
03-07-2015,02 - 03,7010
03-07-2015,03 - 04,6945
03-07-2015,04 - 05,7196
03-07-2015,05 - 06,7921
03-07-2015,06 - 07,8446
03-07-2015,07 - 08,8810
03-07-2015,08 - 09,9011
03-07-2015,09 - 10,9134
03-07-2015,10 - 11,9221
03-07-2015,11 - 12,9182
03-07-2015,12 - 13,9041
03-07-2015,13 - 14,8984
03-07-2015,14 - 15,8875
03-07-2015,15 - 16,8774
03-07-2015,16 - 17,8711
03-07-2015,17 - 18,8569
03-07-2015,18 - 19,8531
03-07-2015,19 - 20,8313
03-07-2015,20 - 21,8059
03-07-2015,21 - 22,8068
03-07-2015,22 - 23,8081
03-07-2015,23 - 00,7749
04-07-2015,00 - 01,7486
04-07-2015,01 - 02,7188
04-07-2015,02 - 03,6963
04-07-2015,03 - 04,6838
04-07-2015,04 - 05,6849
04-07-2015,05 - 06,7107
04-07-2015,06 - 07,7309
04-07-2015,07 - 08,7627
04-07-2015,08 - 09,7847
04-07-2015,09 - 10,8023
04-07-2015,10 - 11,8098
04-07-2015,11 - 12,8134
04-07-2015,12 - 13,8091
04-07-2015,13 - 14,8038
04-07-2015,14 - 15,8054
04-07-2015,15 - 16,8060
04-07-2015,16 - 17,8084
04-07-2015,17 - 18,8060
04-07-2015,18 - 19,8037
04-07-2015,19 - 20,7960
04-07-2015,20 - 21,7707
04-07-2015,21 - 22,7857
04-07-2015,22 - 23,7812
04-07-2015,23 - 00,7509
05-07-2015,00 - 01,7215
05-07-2015,01 - 02,7005
05-07-2015,02 - 03,6741
05-07-2015,03 - 04,6583
05-07-2015,04 - 05,6660
05-07-2015,05 - 06,6824
05-07-2015,06 - 07,6907
05-07-2015,07 - 08,7093
05-07-2015,08 - 09,7321
05-07-2015,09 - 10,7571
05-07-2015,10 - 11,7784
05-07-2015,11 - 12,7791
05-07-2015,12 - 13,7711
05-07-2015,13 - 14,7639
05-07-2015,14 - 15,7704
05-07-2015,15 - 16,7708
05-07-2015,16 - 17,7736
05-07-2015,17 - 18,7675
05-07-2015,18 - 19,7709
05-07-2015,19 - 20,7759
05-07-2015,20 - 21,7712
05-07-2015,21 - 22,7837
05-07-2015,22 - 23,7854
05-07-2015,23 - 00,7575
06-07-2015,00 - 01,7308
06-07-2015,01 - 02,7094
06-07-2015,02 - 03,6959
06-07-2015,03 - 04,6848
06-07-2015,04 - 05,7096
06-07-2015,05 - 06,7758
06-07-2015,06 - 07,8232
06-07-2015,07 - 08,8575
06-07-2015,08 - 09,8699
06-07-2015,09 - 10,8805
06-07-2015,10 - 11,8788
06-07-2015,11 - 12,8696
06-07-2015,12 - 13,8727
06-07-2015,13 - 14,8692
06-07-2015,14 - 15,8666
06-07-2015,15 - 16,8578
06-07-2015,16 - 17,8507
06-07-2015,17 - 18,8439
06-07-2015,18 - 19,8500
06-07-2015,19 - 20,8480
06-07-2015,20 - 21,8202
06-07-2015,21 - 22,8231
06-07-2015,22 - 23,8138
06-07-2015,23 - 00,7745
07-07-2015,00 - 01,7398
07-07-2015,01 - 02,7161
07-07-2015,02 - 03,7121
07-07-2015,03 - 04,7080
07-07-2015,04 - 05,7194
07-07-2015,05 - 06,7838
07-07-2015,06 - 07,8314
07-07-2015,07 - 08,8578
07-07-2015,08 - 09,8723
07-07-2015,09 - 10,8819
07-07-2015,10 - 11,8838
07-07-2015,11 - 12,8828
07-07-2015,12 - 13,8818
07-07-2015,13 - 14,8737
07-07-2015,14 - 15,8723
07-07-2015,15 - 16,8644
07-07-2015,16 - 17,8639
07-07-2015,17 - 18,8625
07-07-2015,18 - 19,8656
07-07-2015,19 - 20,8609
07-07-2015,20 - 21,8317
07-07-2015,21 - 22,8284
07-07-2015,22 - 23,8161
07-07-2015,23 - 00,7766
08-07-2015,00 - 01,7477
08-07-2015,01 - 02,7260
08-07-2015,02 - 03,7150
08-07-2015,03 - 04,6980
08-07-2015,04 - 05,7057
08-07-2015,05 - 06,7695
08-07-2015,06 - 07,8106
08-07-2015,07 - 08,8354
08-07-2015,08 - 09,8489
08-07-2015,09 - 10,8605
08-07-2015,10 - 11,8674
08-07-2015,11 - 12,8671
08-07-2015,12 - 13,8646
08-07-2015,13 - 14,8570
08-07-2015,14 - 15,8572
08-07-2015,15 - 16,8520
08-07-2015,16 - 17,8634
08-07-2015,17 - 18,8651
08-07-2015,18 - 19,8694
08-07-2015,19 - 20,8643
08-07-2015,20 - 21,8351
08-07-2015,21 - 22,8312
08-07-2015,22 - 23,8194
08-07-2015,23 - 00,7751
09-07-2015,00 - 01,7461
09-07-2015,01 - 02,7213
09-07-2015,02 - 03,7085
09-07-2015,03 - 04,7014
09-07-2015,04 - 05,7138
09-07-2015,05 - 06,7750
09-07-2015,06 - 07,8257
09-07-2015,07 - 08,8519
09-07-2015,08 - 09,8769
09-07-2015,09 - 10,8753
09-07-2015,10 - 11,8835
09-07-2015,11 - 12,8886
09-07-2015,12 - 13,8934
09-07-2015,13 - 14,8857
09-07-2015,14 - 15,8799
09-07-2015,15 - 16,8675
09-07-2015,16 - 17,8629
09-07-2015,17 - 18,8491
09-07-2015,18 - 19,8572
09-07-2015,19 - 20,8584
09-07-2015,20 - 21,8269
09-07-2015,21 - 22,8243
09-07-2015,22 - 23,8233
09-07-2015,23 - 00,7842
10-07-2015,00 - 01,7417
10-07-2015,01 - 02,7165
10-07-2015,02 - 03,7038
10-07-2015,03 - 04,6977
10-07-2015,04 - 05,7176
10-07-2015,05 - 06,7792
10-07-2015,06 - 07,8298
10-07-2015,07 - 08,8575
10-07-2015,08 - 09,8688
10-07-2015,09 - 10,8796
10-07-2015,10 - 11,8832
10-07-2015,11 - 12,8839
10-07-2015,12 - 13,8751
10-07-2015,13 - 14,8630
10-07-2015,14 - 15,8610
10-07-2015,15 - 16,8535
10-07-2015,16 - 17,8518
10-07-2015,17 - 18,8419
10-07-2015,18 - 19,8411
10-07-2015,19 - 20,8333
10-07-2015,20 - 21,8062
10-07-2015,21 - 22,8066
10-07-2015,22 - 23,8059
10-07-2015,23 - 00,7682
11-07-2015,00 - 01,7337
11-07-2015,01 - 02,7065
11-07-2015,02 - 03,7007
11-07-2015,03 - 04,6884
11-07-2015,04 - 05,6895
11-07-2015,05 - 06,7099
11-07-2015,06 - 07,7343
11-07-2015,07 - 08,7586
11-07-2015,08 - 09,7771
11-07-2015,09 - 10,7932
11-07-2015,10 - 11,7980
11-07-2015,11 - 12,7999
11-07-2015,12 - 13,7989
11-07-2015,13 - 14,7907
11-07-2015,14 - 15,7921
11-07-2015,15 - 16,8026
11-07-2015,16 - 17,8090
11-07-2015,17 - 18,8064
11-07-2015,18 - 19,8068
11-07-2015,19 - 20,8008
11-07-2015,20 - 21,7809
11-07-2015,21 - 22,7932
11-07-2015,22 - 23,7976
11-07-2015,23 - 00,7621
12-07-2015,00 - 01,7311
12-07-2015,01 - 02,7083
12-07-2015,02 - 03,6951
12-07-2015,03 - 04,6813
12-07-2015,04 - 05,6780
12-07-2015,05 - 06,6939
12-07-2015,06 - 07,7085
12-07-2015,07 - 08,7238
12-07-2015,08 - 09,7421
12-07-2015,09 - 10,7688
12-07-2015,10 - 11,7889
12-07-2015,11 - 12,7929
12-07-2015,12 - 13,7911
12-07-2015,13 - 14,7842
12-07-2015,14 - 15,7859
12-07-2015,15 - 16,7846
12-07-2015,16 - 17,7883
12-07-2015,17 - 18,7854
12-07-2015,18 - 19,7943
12-07-2015,19 - 20,7975
12-07-2015,20 - 21,7859
12-07-2015,21 - 22,8010
12-07-2015,22 - 23,7936
12-07-2015,23 - 00,7596
13-07-2015,00 - 01,7388
13-07-2015,01 - 02,7171
13-07-2015,02 - 03,7068
13-07-2015,03 - 04,6957
13-07-2015,04 - 05,7120
13-07-2015,05 - 06,7712
13-07-2015,06 - 07,8146
13-07-2015,07 - 08,8369
13-07-2015,08 - 09,8425
13-07-2015,09 - 10,8494
13-07-2015,10 - 11,8607
13-07-2015,11 - 12,8617
13-07-2015,12 - 13,8530
13-07-2015,13 - 14,8472
13-07-2015,14 - 15,8395
13-07-2015,15 - 16,8376
13-07-2015,16 - 17,8310
13-07-2015,17 - 18,8200
13-07-2015,18 - 19,8245
13-07-2015,19 - 20,8247
13-07-2015,20 - 21,8086
13-07-2015,21 - 22,8148
13-07-2015,22 - 23,8098
13-07-2015,23 - 00,7746
14-07-2015,00 - 01,7443
14-07-2015,01 - 02,7272
14-07-2015,02 - 03,7184
14-07-2015,03 - 04,7065
14-07-2015,04 - 05,7209
14-07-2015,05 - 06,7738
14-07-2015,06 - 07,8204
14-07-2015,07 - 08,8492
14-07-2015,08 - 09,8667
14-07-2015,09 - 10,8718
14-07-2015,10 - 11,8763
14-07-2015,11 - 12,8823
14-07-2015,12 - 13,8824
14-07-2015,13 - 14,8711
14-07-2015,14 - 15,8695
14-07-2015,15 - 16,8619
14-07-2015,16 - 17,8548
14-07-2015,17 - 18,8463
14-07-2015,18 - 19,8499
14-07-2015,19 - 20,8483
14-07-2015,20 - 21,8281
14-07-2015,21 - 22,8231
14-07-2015,22 - 23,8181
14-07-2015,23 - 00,7784
15-07-2015,00 - 01,7426
15-07-2015,01 - 02,7263
15-07-2015,02 - 03,7149
15-07-2015,03 - 04,7005
15-07-2015,04 - 05,7192
15-07-2015,05 - 06,7736
15-07-2015,06 - 07,8152
15-07-2015,07 - 08,8426
15-07-2015,08 - 09,8636
15-07-2015,09 - 10,8723
15-07-2015,10 - 11,8732
15-07-2015,11 - 12,8742
15-07-2015,12 - 13,8695
15-07-2015,13 - 14,8613
15-07-2015,14 - 15,8569
15-07-2015,15 - 16,8504
15-07-2015,16 - 17,8446
15-07-2015,17 - 18,8388
15-07-2015,18 - 19,8364
15-07-2015,19 - 20,8392
15-07-2015,20 - 21,8166
15-07-2015,21 - 22,8165
15-07-2015,22 - 23,8110
15-07-2015,23 - 00,7756
16-07-2015,00 - 01,7402
16-07-2015,01 - 02,7213
16-07-2015,02 - 03,7067
16-07-2015,03 - 04,6921
16-07-2015,04 - 05,7043
16-07-2015,05 - 06,7582
16-07-2015,06 - 07,8024
16-07-2015,07 - 08,8339
16-07-2015,08 - 09,8498
16-07-2015,09 - 10,8548
16-07-2015,10 - 11,8604
16-07-2015,11 - 12,8610
16-07-2015,12 - 13,8543
16-07-2015,13 - 14,8486
16-07-2015,14 - 15,8446
16-07-2015,15 - 16,8369
16-07-2015,16 - 17,8338
16-07-2015,17 - 18,8325
16-07-2015,18 - 19,8319
16-07-2015,19 - 20,8360
16-07-2015,20 - 21,8117
16-07-2015,21 - 22,8203
16-07-2015,22 - 23,8130
16-07-2015,23 - 00,7709
17-07-2015,00 - 01,7382
17-07-2015,01 - 02,7204
17-07-2015,02 - 03,7130
17-07-2015,03 - 04,6950
17-07-2015,04 - 05,7086
17-07-2015,05 - 06,7621
17-07-2015,06 - 07,8034
17-07-2015,07 - 08,8401
17-07-2015,08 - 09,8478
17-07-2015,09 - 10,8493
17-07-2015,10 - 11,8567
17-07-2015,11 - 12,8557
17-07-2015,12 - 13,8491
17-07-2015,13 - 14,8465
17-07-2015,14 - 15,8431
17-07-2015,15 - 16,8385
17-07-2015,16 - 17,8334
17-07-2015,17 - 18,8234
17-07-2015,18 - 19,8208
17-07-2015,19 - 20,8132
17-07-2015,20 - 21,7916
17-07-2015,21 - 22,7879
17-07-2015,22 - 23,7914
17-07-2015,23 - 00,7505
18-07-2015,00 - 01,7165
18-07-2015,01 - 02,6951
18-07-2015,02 - 03,6820
18-07-2015,03 - 04,6650
18-07-2015,04 - 05,6680
18-07-2015,05 - 06,6926
18-07-2015,06 - 07,7128
18-07-2015,07 - 08,7384
18-07-2015,08 - 09,7649
18-07-2015,09 - 10,7806
18-07-2015,10 - 11,7876
18-07-2015,11 - 12,7906
18-07-2015,12 - 13,7869
18-07-2015,13 - 14,7832
18-07-2015,14 - 15,7900
18-07-2015,15 - 16,7996
18-07-2015,16 - 17,8140
18-07-2015,17 - 18,8117
18-07-2015,18 - 19,8127
18-07-2015,19 - 20,8007
18-07-2015,20 - 21,7856
18-07-2015,21 - 22,7928
18-07-2015,22 - 23,7950
18-07-2015,23 - 00,7578
19-07-2015,00 - 01,7204
19-07-2015,01 - 02,7008
19-07-2015,02 - 03,6908
19-07-2015,03 - 04,6743
19-07-2015,04 - 05,6610
19-07-2015,05 - 06,6745
19-07-2015,06 - 07,6895
19-07-2015,07 - 08,7081
19-07-2015,08 - 09,7312
19-07-2015,09 - 10,7499
19-07-2015,10 - 11,7724
19-07-2015,11 - 12,7757
19-07-2015,12 - 13,7723
19-07-2015,13 - 14,7711
19-07-2015,14 - 15,7689
19-07-2015,15 - 16,7720
19-07-2015,16 - 17,7743
19-07-2015,17 - 18,7739
19-07-2015,18 - 19,7772
19-07-2015,19 - 20,7811
19-07-2015,20 - 21,7757
19-07-2015,21 - 22,7919
19-07-2015,22 - 23,7966
19-07-2015,23 - 00,7605
20-07-2015,00 - 01,7265
20-07-2015,01 - 02,7069
20-07-2015,02 - 03,7016
20-07-2015,03 - 04,6898
20-07-2015,04 - 05,7033
20-07-2015,05 - 06,7573
20-07-2015,06 - 07,7991
20-07-2015,07 - 08,8212
20-07-2015,08 - 09,8385
20-07-2015,09 - 10,8471
20-07-2015,10 - 11,8473
20-07-2015,11 - 12,8468
20-07-2015,12 - 13,8449
20-07-2015,13 - 14,8403
20-07-2015,14 - 15,8328
20-07-2015,15 - 16,8336
20-07-2015,16 - 17,8262
20-07-2015,17 - 18,8182
20-07-2015,18 - 19,8228
20-07-2015,19 - 20,8269
20-07-2015,20 - 21,8050
20-07-2015,21 - 22,8087
20-07-2015,22 - 23,8089
20-07-2015,23 - 00,7668
21-07-2015,00 - 01,7331
21-07-2015,01 - 02,7091
21-07-2015,02 - 03,6996
21-07-2015,03 - 04,6881
21-07-2015,04 - 05,6932
21-07-2015,05 - 06,7498
21-07-2015,06 - 07,7998
21-07-2015,07 - 08,8315
21-07-2015,08 - 09,8499
21-07-2015,09 - 10,8620
21-07-2015,10 - 11,8642
21-07-2015,11 - 12,8707
21-07-2015,12 - 13,8664
21-07-2015,13 - 14,8596
21-07-2015,14 - 15,8556
21-07-2015,15 - 16,8415
21-07-2015,16 - 17,8418
21-07-2015,17 - 18,8340
21-07-2015,18 - 19,8358
21-07-2015,19 - 20,8386
21-07-2015,20 - 21,8165
21-07-2015,21 - 22,8217
21-07-2015,22 - 23,8131
21-07-2015,23 - 00,7697
22-07-2015,00 - 01,7363
22-07-2015,01 - 02,7133
22-07-2015,02 - 03,7042
22-07-2015,03 - 04,7002
22-07-2015,04 - 05,7078
22-07-2015,05 - 06,7607
22-07-2015,06 - 07,8004
22-07-2015,07 - 08,8378
22-07-2015,08 - 09,8537
22-07-2015,09 - 10,8693
22-07-2015,10 - 11,8763
22-07-2015,11 - 12,8696
22-07-2015,12 - 13,8754
22-07-2015,13 - 14,8661
22-07-2015,14 - 15,8580
22-07-2015,15 - 16,8489
22-07-2015,16 - 17,8494
22-07-2015,17 - 18,8436
22-07-2015,18 - 19,8430
22-07-2015,19 - 20,8396
22-07-2015,20 - 21,8174
22-07-2015,21 - 22,8122
22-07-2015,22 - 23,8108
22-07-2015,23 - 00,7705
23-07-2015,00 - 01,7353
23-07-2015,01 - 02,7183
23-07-2015,02 - 03,7072
23-07-2015,03 - 04,6920
23-07-2015,04 - 05,7030
23-07-2015,05 - 06,7572
23-07-2015,06 - 07,7955
23-07-2015,07 - 08,8257
23-07-2015,08 - 09,8468
23-07-2015,09 - 10,8510
23-07-2015,10 - 11,8596
23-07-2015,11 - 12,8664
23-07-2015,12 - 13,8633
23-07-2015,13 - 14,8607
23-07-2015,14 - 15,8522
23-07-2015,15 - 16,8481
23-07-2015,16 - 17,8542
23-07-2015,17 - 18,8438
23-07-2015,18 - 19,8463
23-07-2015,19 - 20,8424
23-07-2015,20 - 21,8155
23-07-2015,21 - 22,8233
23-07-2015,22 - 23,8204
23-07-2015,23 - 00,7732
24-07-2015,00 - 01,7377
24-07-2015,01 - 02,7141
24-07-2015,02 - 03,7054
24-07-2015,03 - 04,6972
24-07-2015,04 - 05,7111
24-07-2015,05 - 06,7626
24-07-2015,06 - 07,7969
24-07-2015,07 - 08,8320
24-07-2015,08 - 09,8459
24-07-2015,09 - 10,8568
24-07-2015,10 - 11,8586
24-07-2015,11 - 12,8594
24-07-2015,12 - 13,8542
24-07-2015,13 - 14,8449
24-07-2015,14 - 15,8473
24-07-2015,15 - 16,8423
24-07-2015,16 - 17,8347
24-07-2015,17 - 18,8248
24-07-2015,18 - 19,8282
24-07-2015,19 - 20,8307
24-07-2015,20 - 21,8024
24-07-2015,21 - 22,8064
24-07-2015,22 - 23,8168
24-07-2015,23 - 00,7716
25-07-2015,00 - 01,7411
25-07-2015,01 - 02,7170
25-07-2015,02 - 03,7058
25-07-2015,03 - 04,6839
25-07-2015,04 - 05,6807
25-07-2015,05 - 06,7029
25-07-2015,06 - 07,7143
25-07-2015,07 - 08,7386
25-07-2015,08 - 09,7608
25-07-2015,09 - 10,7794
25-07-2015,10 - 11,7884
25-07-2015,11 - 12,7851
25-07-2015,12 - 13,7836
25-07-2015,13 - 14,7760
25-07-2015,14 - 15,7720
25-07-2015,15 - 16,7825
25-07-2015,16 - 17,7887
25-07-2015,17 - 18,7914
25-07-2015,18 - 19,7932
25-07-2015,19 - 20,7860
25-07-2015,20 - 21,7747
25-07-2015,21 - 22,7934
25-07-2015,22 - 23,7953
25-07-2015,23 - 00,7543
26-07-2015,00 - 01,7317
26-07-2015,01 - 02,7063
26-07-2015,02 - 03,6944
26-07-2015,03 - 04,6829
26-07-2015,04 - 05,6658
26-07-2015,05 - 06,6767
26-07-2015,06 - 07,6881
26-07-2015,07 - 08,7115
26-07-2015,08 - 09,7357
26-07-2015,09 - 10,7610
26-07-2015,10 - 11,7853
26-07-2015,11 - 12,7931
26-07-2015,12 - 13,7927
26-07-2015,13 - 14,7958
26-07-2015,14 - 15,7914
26-07-2015,15 - 16,7923
26-07-2015,16 - 17,8008
26-07-2015,17 - 18,7898
26-07-2015,18 - 19,8021
26-07-2015,19 - 20,8096
26-07-2015,20 - 21,7869
26-07-2015,21 - 22,8046
26-07-2015,22 - 23,7871
26-07-2015,23 - 00,7486
27-07-2015,00 - 01,7204
27-07-2015,01 - 02,7028
27-07-2015,02 - 03,7017
27-07-2015,03 - 04,6914
27-07-2015,04 - 05,7039
27-07-2015,05 - 06,7605
27-07-2015,06 - 07,8142
27-07-2015,07 - 08,8444
27-07-2015,08 - 09,8678
27-07-2015,09 - 10,8777
27-07-2015,10 - 11,8830
27-07-2015,11 - 12,8844
27-07-2015,12 - 13,8773
27-07-2015,13 - 14,8589
27-07-2015,14 - 15,8666
27-07-2015,15 - 16,8526
27-07-2015,16 - 17,8445
27-07-2015,17 - 18,8386
27-07-2015,18 - 19,8441
27-07-2015,19 - 20,8445
27-07-2015,20 - 21,8212
27-07-2015,21 - 22,8362
27-07-2015,22 - 23,8264
27-07-2015,23 - 00,7815
28-07-2015,00 - 01,7447
28-07-2015,01 - 02,7265
28-07-2015,02 - 03,7225
28-07-2015,03 - 04,7115
28-07-2015,04 - 05,7232
28-07-2015,05 - 06,7766
28-07-2015,06 - 07,8175
28-07-2015,07 - 08,8445
28-07-2015,08 - 09,8615
28-07-2015,09 - 10,8720
28-07-2015,10 - 11,8815
28-07-2015,11 - 12,8876
28-07-2015,12 - 13,8809
28-07-2015,13 - 14,8777
28-07-2015,14 - 15,8762
28-07-2015,15 - 16,8601
28-07-2015,16 - 17,8467
28-07-2015,17 - 18,8385
28-07-2015,18 - 19,8403
28-07-2015,19 - 20,8395
28-07-2015,20 - 21,8147
28-07-2015,21 - 22,8206
28-07-2015,22 - 23,8141
28-07-2015,23 - 00,7692
29-07-2015,00 - 01,7345
29-07-2015,01 - 02,7155
29-07-2015,02 - 03,7035
29-07-2015,03 - 04,6977
29-07-2015,04 - 05,7024
29-07-2015,05 - 06,7641
29-07-2015,06 - 07,8113
29-07-2015,07 - 08,8472
29-07-2015,08 - 09,8670
29-07-2015,09 - 10,8776
29-07-2015,10 - 11,8810
29-07-2015,11 - 12,8753
29-07-2015,12 - 13,8753
29-07-2015,13 - 14,8764
29-07-2015,14 - 15,8738
29-07-2015,15 - 16,8644
29-07-2015,16 - 17,8618
29-07-2015,17 - 18,8529
29-07-2015,18 - 19,8473
29-07-2015,19 - 20,8445
29-07-2015,20 - 21,8185
29-07-2015,21 - 22,8252
29-07-2015,22 - 23,8208
29-07-2015,23 - 00,7731
30-07-2015,00 - 01,7359
30-07-2015,01 - 02,7175
30-07-2015,02 - 03,7111
30-07-2015,03 - 04,7037
30-07-2015,04 - 05,7016
30-07-2015,05 - 06,7538
30-07-2015,06 - 07,7977
30-07-2015,07 - 08,8258
30-07-2015,08 - 09,8460
30-07-2015,09 - 10,8554
30-07-2015,10 - 11,8606
30-07-2015,11 - 12,8616
30-07-2015,12 - 13,8544
30-07-2015,13 - 14,8498
30-07-2015,14 - 15,8537
30-07-2015,15 - 16,8442
30-07-2015,16 - 17,8405
30-07-2015,17 - 18,8407
30-07-2015,18 - 19,8413
30-07-2015,19 - 20,8416
30-07-2015,20 - 21,8205
30-07-2015,21 - 22,8318
30-07-2015,22 - 23,8225
30-07-2015,23 - 00,7793
31-07-2015,00 - 01,7402
31-07-2015,01 - 02,7205
31-07-2015,02 - 03,7108
31-07-2015,03 - 04,7085
31-07-2015,04 - 05,7162
31-07-2015,05 - 06,7754
31-07-2015,06 - 07,8152
31-07-2015,07 - 08,8437
31-07-2015,08 - 09,8614
31-07-2015,09 - 10,8644
31-07-2015,10 - 11,8690
31-07-2015,11 - 12,8683
31-07-2015,12 - 13,8681
31-07-2015,13 - 14,8584
31-07-2015,14 - 15,8587
31-07-2015,15 - 16,8533
31-07-2015,16 - 17,8449
31-07-2015,17 - 18,8318
31-07-2015,18 - 19,8350
31-07-2015,19 - 20,8276
31-07-2015,20 - 21,8018
31-07-2015,21 - 22,8183
31-07-2015,22 - 23,8095
31-07-2015,23 - 00,7596
01-08-2015,00 - 01,7247
01-08-2015,01 - 02,7021
01-08-2015,02 - 03,6943
01-08-2015,03 - 04,6841
01-08-2015,04 - 05,6774
01-08-2015,05 - 06,6961
01-08-2015,06 - 07,7154
01-08-2015,07 - 08,7410
01-08-2015,08 - 09,7699
01-08-2015,09 - 10,7803
01-08-2015,10 - 11,7845
01-08-2015,11 - 12,7862
01-08-2015,12 - 13,7816
01-08-2015,13 - 14,7819
01-08-2015,14 - 15,7845
01-08-2015,15 - 16,7910
01-08-2015,16 - 17,7970
01-08-2015,17 - 18,7950
01-08-2015,18 - 19,7984
